order,pid,ms_subclass,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod_add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmt_fin_type_1,bsmt_fin_sf_1,bsmt_fin_type_2,bsmt_fin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,first_flr_sf,second_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,three_ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,sale_condition,sale_price,sale_price_norm,sale_price_z,gr_liv_area_norm,gr_liv_area_z,total_bsmt_sf_norm,total_bsmt_sf_z,lot_area_norm,lot_area_z,year_built_norm,year_built_z,overall_qual_norm,overall_qual_z,garage_area_norm,garage_area_z,log_sale_price
32,527451410,160,RM,21.0,1680,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,HdBoard,ImStucc,BrkFace,381.0,4,4,CBlock,4,4,No,Unf,0.0,Unf,0.0,525.0,525.0,GasA,4,Y,SBrkr,525,567,0,1092,0.0,0.0,1,1,3,1,4,6,Typ,0,1,Detchd,1971.0,Unf,1.0,264.0,4,4,Y,0,0,0,0,0,0,None,None,None,0,3,2010,WD ,Family,88000,0.10133371777028365,-1.16107408866336,0.18300338000965716,-0.8210717178726409,0.16375545851528384,-1.2354601010159731,0.0017761574236369161,-1.083066858080885,0.717391304347826,-0.010552710754685505,0.5555555555555556,-0.06462690740033272,0.1774193548387097,-0.9714183623859539,11.385092093460344
33,527452190,120,RL,53.0,4043,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,1Story,6,5,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,4,4,CBlock,5,4,No,ALQ,360.0,Unf,0.0,709.0,1069.0,GasA,4,Y,SBrkr,1069,0,0,1069,0.0,0.0,2,0,2,1,4,4,Typ,1,3,Attchd,1977.0,RFn,2.0,440.0,4,4,Y,0,55,0,0,165,0,None,None,None,0,7,2010,WD ,Normal,127500,0.1545530853086252,-0.6668710111559214,0.17745050700144857,-0.8678203275760771,0.3334373050530256,0.051002405761613856,0.01282105213956858,-0.7794515781252701,0.7608695652173914,0.18786988696889928,0.5555555555555556,-0.06462690740033272,0.2956989247311828,-0.14929908914218407,11.755871643580617
34,527453130,160,RL,24.0,2280,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,6,1975,1975,Gable,CompShg,Plywood,Brk Cmn,None,0.0,4,4,CBlock,4,4,No,ALQ,514.0,Unf,0.0,341.0,855.0,GasA,4,Y,SBrkr,855,601,0,1456,0.0,0.0,2,1,3,1,5,6,Typ,1,4,Attchd,1975.0,Unf,2.0,440.0,4,4,Y,173,0,0,0,0,0,None,None,None,0,6,2010,WD ,Normal,149900,0.18473318234302644,-0.3866140760630955,0.2708836310960889,-0.08122415560956504,0.26668746101060514,-0.4550692421251575,0.0045806165135899414,-1.005974531388812,0.7463768115942029,0.1217290210610377,0.5555555555555556,-0.06462690740033272,0.2956989247311828,-0.14929908914218407,11.917723684090689
35,527453150,120,RL,24.0,2280,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,Twnhs,1Story,7,6,1975,1975,Gable,CompShg,Plywood,Brk Cmn,None,0.0,4,4,CBlock,5,4,No,Unf,0.0,Unf,0.0,836.0,836.0,GasA,6,Y,SBrkr,836,0,0,836,0.0,0.0,1,0,2,1,4,4,Typ,0,1,Attchd,1975.0,Unf,1.0,308.0,4,4,Y,0,30,0,0,0,0,None,None,None,0,6,2010,WD ,Normal,120000,0.14444814210514262,-0.7607070385307515,0.12119748913568325,-1.3414040693543647,0.2607610729881472,-0.5000008370309923,0.0045806165135899414,-1.005974531388812,0.7463768115942029,0.1217290210610377,0.6666666666666666,0.6465120323018231,0.20698924731182797,-0.7658885440750115,11.695247021764184
36,527454200,160,RL,24.0,2280,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,5,1978,1978,Gable,CompShg,Plywood,Brk Cmn,None,0.0,4,4,CBlock,5,4,No,ALQ,311.0,Unf,0.0,544.0,855.0,GasA,3,Y,SBrkr,855,601,0,1456,0.0,0.0,2,1,3,1,4,7,Typ,1,4,Attchd,1978.0,Unf,2.0,440.0,4,4,Y,26,0,0,0,0,0,None,None,None,0,7,2010,WD ,Normal,146000,0.1794786118772155,-0.43540881029800715,0.2708836310960889,-0.08122415560956504,0.26668746101060514,-0.4550692421251575,0.0045806165135899414,-1.005974531388812,0.7681159420289855,0.2209403199228301,0.5555555555555556,-0.06462690740033272,0.2956989247311828,-0.14929908914218407,11.891361900690473
37,528108120,60,RL,102.0,12858,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,Stone,162.0,6,4,PConc,6,4,No,Unf,0.0,Unf,0.0,1590.0,1590.0,GasA,6,Y,SBrkr,1627,707,0,2334,0.0,0.0,2,1,3,1,6,10,Typ,1,5,Attchd,2009.0,Fin,3.0,751.0,4,4,Y,144,133,0,0,0,0,None,None,None,0,1,2010,New,Partial,376162,0.4895818035572095,2.444256220721412,0.48285852245292127,1.7033532061129093,0.4959451029320025,1.2830740344952956,0.05402323026946178,0.3531631881924391,0.9927536231884058,1.2461237414946849,0.8888888888888888,2.068789911706135,0.5047043010752689,1.303423035737432,12.837775180646194
38,528112020,20,RL,98.0,11478,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,200.0,5,4,PConc,6,4,No,GLQ,1218.0,Unf,0.0,486.0,1704.0,GasA,6,Y,SBrkr,1704,0,0,1704,1.0,0.0,2,0,3,1,5,7,Typ,1,5,Attchd,2008.0,RFn,3.0,772.0,4,4,Y,0,50,0,0,0,0,None,None,None,0,5,2010,WD ,Normal,306000,0.39505073355151027,1.5664264403650348,0.3307580878802511,0.4228478098883548,0.5315034310667498,1.5526636039303046,0.04757297436256982,0.17585083680067065,0.9782608695652174,1.1799828755868234,0.7777777777777778,1.3576509720039789,0.5188172043010753,1.4015168126585635,12.631340380934517
39,528120060,20,RL,83.0,10159,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2009,2010,Hip,CompShg,VinylSd,VinylSd,Stone,450.0,6,4,PConc,6,4,Av,GLQ,1646.0,Unf,0.0,284.0,1930.0,GasA,6,Y,SBrkr,1940,0,0,1940,1.0,0.0,2,1,3,1,6,8,Typ,1,5,Attchd,2010.0,Fin,3.0,606.0,4,4,Y,168,95,0,0,0,0,None,None,None,0,4,2010,New,Partial,395192,0.5152214127788459,2.6823495008471476,0.3877353935296958,0.9025291964105688,0.6019962570180911,2.0871131012312873,0.04140783846315642,0.006376205289263002,0.9927536231884058,1.2461237414946849,0.8888888888888888,2.068789911706135,0.40725806451612906,0.6261088617581898,12.88712700173598
40,528120090,20,RL,94.0,12883,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,Stone,256.0,5,4,PConc,5,4,No,Unf,0.0,Unf,0.0,1544.0,1544.0,GasA,6,Y,SBrkr,1544,0,0,1544,0.0,0.0,2,0,3,1,5,7,Typ,0,1,Attchd,2009.0,RFn,3.0,868.0,4,4,Y,0,35,0,0,0,0,None,None,None,0,6,2010,New,Partial,290941,0.37476135492467777,1.3780162088666925,0.2921294060840174,0.09764009021227749,0.4815970056144729,1.174292278407485,0.05414008273154315,0.3563753684712755,0.9927536231884058,1.2461237414946849,0.7777777777777778,1.3576509720039789,0.5833333333333334,1.8499455071551654,12.58087577645635
41,528120100,20,RL,95.0,12182,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,226.0,5,4,PConc,5,4,Mn,BLQ,1201.0,Unf,0.0,340.0,1541.0,GasA,6,Y,SBrkr,1541,0,0,1541,0.0,0.0,2,0,3,1,5,7,Typ,1,5,Attchd,2005.0,RFn,2.0,532.0,4,4,Y,0,70,0,0,0,0,None,None,None,0,5,2010,New,Partial,220000,0.27918071815157686,0.4904399931336497,0.291405118300338,0.09154244546835104,0.4806612601372427,1.167197816053932,0.05086353969478137,0.26630583345270326,0.9637681159420289,1.1138420096789616,0.6666666666666666,0.6465120323018231,0.3575268817204301,0.2804450764170593,12.301382825334498
42,528120120,20,RL,90.0,11520,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,PosN,Norm,1Fam,1Story,9,5,2005,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,615.0,5,4,PConc,6,4,No,GLQ,110.0,Unf,0.0,1588.0,1698.0,GasA,6,Y,SBrkr,1698,0,0,1698,0.0,0.0,2,0,3,1,6,7,Typ,1,5,Attchd,2005.0,Fin,3.0,730.0,4,4,Y,192,74,0,0,0,0,None,None,None,0,6,2010,WD ,Normal,275000,0.3532836349771157,1.1785708605490703,0.32930951231289235,0.4106525204005019,0.5296319401122894,1.538474679223199,0.04776928649886653,0.18124729966911576,0.9637681159420289,1.1138420096789616,0.8888888888888888,2.068789911706135,0.4905913978494624,1.2053292588163003,12.524526376648708
43,528138020,20,RL,79.0,14122,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2005,2006,Hip,CompShg,CemntBd,CmentBd,BrkFace,240.0,5,4,PConc,6,4,No,GLQ,28.0,Unf,0.0,1794.0,1822.0,GasA,6,Y,SBrkr,1822,0,0,1822,0.0,0.0,2,0,3,1,6,8,Typ,1,5,Attchd,2005.0,RFn,3.0,678.0,4,4,Y,0,119,0,0,0,0,None,None,None,0,2,2010,WD ,Normal,259000,0.33172642280968617,0.9783873354827661,0.3592467407049734,0.6626885031494618,0.5683094198378041,1.831712456503384,0.059931290752296154,0.5155710230904067,0.9637681159420289,1.1138420096789616,0.7777777777777778,1.3576509720039789,0.45564516129032256,0.9624303826306411,12.464583340681674
44,528138060,20,RL,70.0,10171,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,168.0,5,4,PConc,5,4,No,GLQ,2.0,Unf,0.0,1515.0,1517.0,GasA,6,Y,SBrkr,1535,0,0,1535,0.0,0.0,2,0,3,1,5,7,Typ,0,1,Attchd,2004.0,RFn,2.0,532.0,4,4,Y,0,0,0,0,0,0,None,None,None,0,3,2010,WD ,Normal,214000,0.2710967635887908,0.41537117123378564,0.2899565427329792,0.07934715598049813,0.47317529631940114,1.110442117225509,0.04146392764495548,0.007918051823104467,0.9565217391304348,1.0807715767250308,0.6666666666666666,0.6465120323018231,0.3575268817204301,0.2804450764170593,12.273731294003989
45,528150070,20,RL,100.0,12919,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2009,2010,Hip,CompShg,VinylSd,VinylSd,Stone,760.0,6,4,PConc,6,4,Gd,GLQ,2188.0,Unf,0.0,142.0,2330.0,GasA,6,Y,SBrkr,2364,0,0,2364,1.0,0.0,2,1,2,1,6,11,Typ,2,5,Attchd,2009.0,Fin,3.0,820.0,4,4,Y,0,67,0,0,0,0,None,None,None,0,3,2010,New,Partial,611657,0.8068702835177598,5.390644922939494,0.4901014002897151,1.7643296535521737,0.7267623206487835,3.0330414150383365,0.05430835027694034,0.36100090807279983,0.9927536231884058,1.2461237414946849,0.8888888888888888,2.068789911706135,0.5510752688172043,1.6257311599068645,13.323926946863102
46,528175010,120,RL,44.0,6371,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,Stone,128.0,5,4,PConc,5,4,Mn,GLQ,733.0,Unf,0.0,625.0,1358.0,GasA,6,Y,SBrkr,1358,0,0,1358,1.0,0.0,2,0,2,1,5,6,Typ,1,5,Attchd,2010.0,RFn,2.0,484.0,4,4,Y,192,35,0,0,0,0,None,None,None,0,6,2010,New,Partial,224000,0.2845700211934342,0.5404858744002258,0.2472235634958957,-0.2804138839111624,0.42358078602620086,0.7344356124872069,0.02370235340858632,-0.48033335056002596,0.9927536231884058,1.2461237414946849,0.6666666666666666,0.6465120323018231,0.32526881720430106,0.056230729168758396,12.319401330837177
47,528176010,20,RL,110.0,14300,Pave,None,Reg,HLS,AllPub,Inside,Mod,NridgHt,Norm,Norm,1Fam,1Story,9,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,1095.0,6,4,PConc,6,4,Gd,GLQ,1373.0,Unf,0.0,1473.0,2846.0,GasA,6,Y,SBrkr,2696,0,0,2696,1.0,0.0,2,1,3,1,6,10,Typ,2,5,Attchd,2003.0,Fin,3.0,958.0,4,4,Y,220,150,0,0,0,0,None,None,None,0,6,2010,WD ,Normal,500000,0.6564319310815927,3.993651681793973,0.5702559150169001,2.439135671880034,0.8877105427323768,4.25328893984943,0.06076328028231555,0.5384417466757218,0.9492753623188406,1.0477011437711001,0.8888888888888888,2.068789911706135,0.6438172043010753,2.2703474082457293,13.122363377404328
48,528176070,60,RL,105.0,13650,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,232.0,5,4,PConc,5,4,Gd,GLQ,578.0,Unf,0.0,1093.0,1671.0,GasA,6,Y,SBrkr,1687,563,0,2250,1.0,0.0,2,1,3,1,5,7,Typ,1,6,Attchd,2002.0,Fin,3.0,756.0,4,4,Y,238,130,0,0,0,0,None,None,None,0,6,2010,WD ,Normal,320000,0.4139132941980111,1.741587024798051,0.4625784645098986,1.5326191532829687,0.5212102308172177,1.474624518041223,0.05772511626819977,0.4549250594259757,0.9420289855072463,1.0146307108171693,0.7777777777777778,1.3576509720039789,0.5080645161290323,1.32677869690913,12.676076274775909
49,528180070,120,RL,61.0,7658,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,412.0,6,4,PConc,6,4,No,GLQ,456.0,Unf,0.0,1296.0,1752.0,GasA,6,Y,SBrkr,1752,0,0,1752,1.0,0.0,2,0,2,1,6,6,Typ,1,5,Attchd,2005.0,RFn,2.0,576.0,4,4,Y,196,82,0,0,0,0,None,None,None,0,2,2010,WD ,Normal,319900,0.41377856162196464,1.7403358777663864,0.3423466924191212,0.520410125791178,0.5464753587024329,1.6661750015871504,0.029717918156535558,-0.3149703098055289,0.9637681159420289,1.1138420096789616,0.8888888888888888,2.068789911706135,0.3870967741935484,0.4859748947280017,12.675763725937609
50,528181050,120,RL,41.0,7132,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,178.0,5,4,PConc,5,4,Mn,GLQ,24.0,Unf,0.0,1346.0,1370.0,GasA,6,Y,SBrkr,1370,0,0,1370,0.0,0.0,2,0,2,1,5,6,Typ,1,5,Attchd,2006.0,RFn,2.0,484.0,4,4,Y,120,49,0,0,0,0,None,None,None,0,4,2010,WD ,Normal,205000,0.2589708317446117,0.3027679383839895,0.25012071463061325,-0.2560233049354566,0.42732376793512167,0.7628134619014184,0.027259342354343408,-0.3825545828722464,0.9710144927536232,1.1469124426328925,0.7777777777777778,1.3576509720039789,0.32526881720430106,0.056230729168758396,12.230765258120545
51,528188120,160,RL,36.0,2628,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,Wd Shng,Stone,106.0,5,4,PConc,5,4,No,Unf,0.0,Unf,0.0,764.0,764.0,GasA,6,Y,SBrkr,764,862,0,1626,0.0,0.0,2,1,2,1,5,6,Typ,0,1,BuiltIn,2003.0,RFn,2.0,474.0,4,4,Y,0,27,0,0,0,0,None,None,None,0,6,2010,WD ,Normal,175500,0.2192247218109136,-0.0663204359570088,0.3119266055045872,0.26430904654626713,0.23830318153462257,-0.6702679335162612,0.0062072027857626964,-0.9612609819074095,0.9492753623188406,1.0477011437711001,0.6666666666666666,0.6465120323018231,0.3185483870967742,0.009519406825362382,12.075394321888057
52,528218150,20,RL,100.0,18494,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,5,4,PConc,5,4,No,Unf,0.0,Unf,0.0,1324.0,1324.0,GasA,6,Y,SBrkr,1324,0,0,1324,0.0,0.0,2,0,3,1,5,6,Typ,0,1,Attchd,2005.0,Fin,2.0,430.0,4,4,Y,36,23,0,0,0,0,None,None,None,0,1,2010,WD ,Normal,199500,0.2515605400620578,0.23395485164244748,0.23901496861419605,-0.34952052434232883,0.412975670617592,0.6540317058136078,0.08036644932108719,1.0773171102533137,0.9637681159420289,1.1138420096789616,0.5555555555555556,-0.06462690740033272,0.28897849462365593,-0.19601041148558007,12.203569515312056
53,528228285,120,RL,43.0,3203,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,14.0,5,4,PConc,5,4,Av,GLQ,16.0,Unf,0.0,1129.0,1145.0,GasA,6,Y,SBrkr,1145,0,0,1145,0.0,0.0,2,0,2,1,5,6,Typ,0,1,Attchd,2006.0,Fin,2.0,437.0,4,4,Y,100,116,0,0,0,0,None,None,None,0,1,2010,WD ,Normal,160000,0.1983411725237163,-0.26024822586499097,0.19579913085465958,-0.7133466607299404,0.35714285714285715,0.2307287853849532,0.008894809413634346,-0.8873808354941727,0.9710144927536232,1.1469124426328925,0.6666666666666666,0.6465120323018231,0.29368279569892475,-0.16331248584520286,11.982929094215963
54,528228440,120,RL,43.0,3182,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,5,4,PConc,5,4,No,GLQ,24.0,Unf,0.0,1232.0,1256.0,GasA,6,Y,SBrkr,1269,0,0,1269,0.0,0.0,2,0,2,1,5,6,Typ,1,4,Attchd,2004.0,Fin,2.0,430.0,4,4,Y,146,20,0,0,144,0,None,None,None,0,4,2010,WD ,Normal,192000,0.24145559685857526,0.14011882426761738,0.2257363592467407,-0.4613106779809804,0.3917654398003743,0.4932238924664094,0.008796653345485989,-0.8900790669283952,0.9565217391304348,1.0807715767250308,0.7777777777777778,1.3576509720039789,0.28897849462365593,-0.19601041148558007,12.165250651009918
55,528231020,80,RL,67.0,13300,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,5,4,PConc,5,4,No,GLQ,326.0,Unf,0.0,58.0,384.0,GasA,6,Y,SBrkr,744,630,0,1374,1.0,0.0,2,1,3,1,5,7,Typ,1,5,BuiltIn,2004.0,Fin,2.0,400.0,4,4,Y,100,0,0,0,0,0,None,None,None,0,6,2010,WD ,Normal,184500,0.2313506536550927,0.046282796892787297,0.2510864316755191,-0.24789311194355465,0.11977542108546475,-1.568899831632958,0.05608918179906051,0.40995453552226635,0.9565217391304348,1.0807715767250308,0.6666666666666666,0.6465120323018231,0.26881720430107525,-0.3361443785157681,12.125404742462718
56,528240070,60,RL,64.0,7851,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,5,4,PConc,5,4,No,GLQ,625.0,Unf,0.0,235.0,860.0,GasA,6,Y,SBrkr,860,1100,0,1960,1.0,0.0,2,1,4,1,5,8,Typ,2,4,BuiltIn,2002.0,Fin,2.0,440.0,4,4,Y,288,48,0,0,0,0,None,None,None,0,5,2010,WD ,Normal,216500,0.2744650779899516,0.4466498470253957,0.392563978754225,0.9431801613700785,0.26824703680598877,-0.4432451382025694,0.03062001916380378,-0.290172278052912,0.9420289855072463,1.0146307108171693,0.5555555555555556,-0.06462690740033272,0.2956989247311828,-0.14929908914218407,12.285345826424681
57,528240130,60,RL,63.0,8577,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,5,4,PConc,5,4,No,Unf,0.0,Unf,0.0,847.0,847.0,GasA,6,Y,SBrkr,847,886,0,1733,0.0,0.0,2,1,3,1,5,7,Typ,1,5,BuiltIn,2004.0,Fin,2.0,433.0,4,4,Y,144,48,0,0,0,0,None,None,None,0,4,2010,WD ,Normal,185088,0.23214288120224572,0.053639541438973974,0.33775953645581847,0.4817917090796438,0.26419213973799127,-0.4739878084012985,0.03401341466264694,-0.1968905627555034,0.9565217391304348,1.0807715767250308,0.6666666666666666,0.6465120323018231,0.290994623655914,-0.18199701478256128,12.128586666638327
58,528250100,80,RL,64.0,7750,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,4,PConc,5,4,No,GLQ,250.0,Unf,0.0,134.0,384.0,GasA,6,Y,SBrkr,774,656,0,1430,0.0,0.0,2,1,3,1,4,7,Typ,1,4,BuiltIn,2000.0,Fin,2.0,400.0,4,4,Y,180,0,0,0,0,0,None,None,None,0,4,2010,WD ,Normal,180000,0.22528768773300314,-0.010018819532110755,0.26460647030420087,-0.1340704100569276,0.11977542108546475,-1.568899831632958,0.030147935216995023,-0.303149486379411,0.927536231884058,0.9484898449093077,0.6666666666666666,0.6465120323018231,0.26881720430107525,-0.3361443785157681,12.100712129872347
59,528292020,60,RL,64.0,9505,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,180.0,5,4,PConc,5,4,No,Unf,0.0,Unf,0.0,884.0,884.0,GasA,6,Y,SBrkr,884,1151,0,2035,0.0,0.0,2,1,3,1,5,8,Typ,1,5,BuiltIn,2001.0,Fin,2.0,434.0,4,4,Y,144,48,0,0,0,0,None,None,None,0,5,2010,WD ,Normal,222500,0.2825490325527377,0.5217186689252598,0.41067117334620956,1.0956212799682397,0.2757330006238303,-0.3864894393741464,0.03835097805510762,-0.07765443080509682,0.9347826086956522,0.9815602778632385,0.6666666666666666,0.6465120323018231,0.2916666666666667,-0.17732588254822168,12.312682380588432
60,528328100,60,RL,108.0,14774,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,9,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,165.0,5,4,PConc,5,4,No,Unf,0.0,Unf,0.0,1393.0,1393.0,GasA,6,Y,SBrkr,1422,1177,0,2599,0.0,0.0,2,1,4,1,5,10,Typ,1,4,BuiltIn,1999.0,Fin,3.0,779.0,4,4,Y,668,30,0,0,0,0,None,None,None,0,5,2010,WD ,Normal,333168,0.43165487981180556,1.9063380659276192,0.5468372766779334,2.241978491826412,0.4344978165938865,0.8172043399453237,0.06297880296337843,0.5993446847624596,0.9202898550724637,0.9154194119553769,0.8888888888888888,2.068789911706135,0.5235215053763441,1.4342147382989408,12.716402146247475
61,528344070,60,RL,60.0,17433,Pave,None,IR2,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,114.0,5,4,PConc,6,4,No,Unf,0.0,Unf,0.0,1629.0,1629.0,GasA,6,Y,SBrkr,1645,830,0,2475,0.0,0.0,2,1,4,1,5,7,Typ,1,4,Attchd,1998.0,Fin,3.0,962.0,4,4,Y,23,172,0,0,256,0,None,None,None,0,1,2010,WD ,Normal,355000,0.46106969581426305,2.1794884858805914,0.5169000482858522,1.9899425090774523,0.508109794135995,1.3753020450914828,0.0754072308303536,0.9409921792194974,0.9130434782608695,0.882348979001446,0.7777777777777778,1.3576509720039789,0.646505376344086,2.289031937183088,12.779873068457553
62,528358010,20,RL,59.0,10593,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,7,5,1996,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,338.0,5,4,PConc,5,4,No,GLQ,919.0,Unf,0.0,801.0,1720.0,GasA,6,Y,SBrkr,1720,0,0,1720,1.0,0.0,2,0,3,1,5,7,Typ,1,4,Attchd,1996.0,Fin,2.0,527.0,4,4,Y,240,56,154,0,0,0,None,None,None,0,3,2010,WD ,Normal,260400,0.33361267887433627,0.9959033939260677,0.33462095605987446,0.4553685818559625,0.5364940736119775,1.5905007364825865,0.04343639720488911,0.06213965492986264,0.8985507246376812,0.8162081130935844,0.6666666666666666,0.6465120323018231,0.3541666666666667,0.2570894152453613,12.46997418931655
63,528363130,60,RL,98.0,12256,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1994,1995,Gable,CompShg,HdBoard,HdBoard,BrkFace,362.0,5,4,PConc,6,4,Av,GLQ,1032.0,Unf,0.0,431.0,1463.0,GasA,6,Y,SBrkr,1500,1122,0,2622,1.0,0.0,2,1,3,1,5,9,Typ,2,4,Attchd,1994.0,RFn,2.0,712.0,4,4,Y,186,32,0,0,0,0,None,None,None,0,4,2010,WD ,Normal,325000,0.42064992300033277,1.804144376381271,0.552390149686142,2.2887271015298483,0.45633187772925765,0.9827417948615573,0.05120942298254224,0.27581388707805893,0.8840579710144928,0.7500672471857228,0.7777777777777778,1.3576509720039789,0.478494623655914,1.1212488785981876,12.691580461311874
64,528382020,60,RL,92.0,11764,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,7,1999,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,348.0,5,4,PConc,5,4,No,GLQ,524.0,Unf,0.0,628.0,1152.0,GasA,6,Y,SBrkr,1164,1106,0,2270,0.0,0.0,2,1,4,1,5,9,Typ,1,5,Attchd,1999.0,Fin,3.0,671.0,4,4,Y,132,57,0,0,0,0,None,None,None,0,4,2010,WD ,Normal,290000,0.3734935213840808,1.3662429152987305,0.4674070497344278,1.5732701182424782,0.3593262632563943,0.24728253087657656,0.04890976652878076,0.2125981791905589,0.9202898550724637,0.9154194119553769,0.7777777777777778,1.3576509720039789,0.45094086021505375,0.9297324569902639,12.577636201962656
